date,open,high,low,close,volume
2020-10-28 01:00:00,1.1779,1.17879,1.17772,1.17799,4883
2020-10-28 02:00:00,1.17799,1.1782,1.17771,1.1778,3557
2020-10-28 03:00:00,1.17778,1.17811,1.17761,1.17768,2255
2020-10-28 04:00:00,1.17769,1.1781,1.17744,1.17794,1858
2020-10-28 05:00:00,1.17793,1.17847,1.17759,1.17839,2900
2020-10-28 06:00:00,1.1784,1.17851,1.17647,1.17678,4609
2020-10-28 07:00:00,1.17677,1.17781,1.17675,1.17706,7347
2020-10-28 08:00:00,1.17706,1.17707,1.17498,1.17647,9416
2020-10-28 09:00:00,1.17645,1.17649,1.17431,1.17484,8882
2020-10-28 10:00:00,1.17485,1.17529,1.17374,1.17381,7688
2020-10-28 11:00:00,1.1738,1.17465,1.17298,1.17364,7658
2020-10-28 12:00:00,1.17364,1.17366,1.17178,1.17266,7665
2020-10-28 13:00:00,1.17267,1.17406,1.17215,1.17342,9410
2020-10-28 14:00:00,1.17342,1.17417,1.17206,1.17326,11368
2020-10-28 15:00:00,1.17325,1.17515,1.17307,1.17506,8707
2020-10-28 16:00:00,1.17508,1.17603,1.17458,1.1751,7215
2020-10-28 17:00:00,1.1751,1.17523,1.17456,1.17504,4713
2020-10-28 18:00:00,1.17505,1.17581,1.17484,1.17507,4530
2020-10-28 19:00:00,1.1751,1.17557,1.17445,1.17467,5047
2020-10-28 20:00:00,1.17466,1.17509,1.17447,1.17457,2034
2020-10-28 21:00:00,1.17457,1.17476,1.17434,1.17455,738
2020-10-28 22:00:00,1.17451,1.17535,1.17447,1.17482,1298
2020-10-28 23:00:00,1.17483,1.1749,1.1744,1.17482,2006
2020-10-29 00:00:00,1.17482,1.17563,1.17437,1.17514,4301
2020-10-29 01:00:00,1.17515,1.17587,1.17476,1.17569,4335
2020-10-29 02:00:00,1.1757,1.17582,1.17474,1.17476,2566
2020-10-29 03:00:00,1.17479,1.17529,1.1744,1.17522,3097
2020-10-29 04:00:00,1.17523,1.1755,1.1751,1.17527,2364
2020-10-29 05:00:00,1.17528,1.17548,1.17491,1.17547,3163
2020-10-29 06:00:00,1.17547,1.17573,1.17507,1.17547,3718
2020-10-29 07:00:00,1.17546,1.17553,1.17351,1.1736,7545
2020-10-29 08:00:00,1.17361,1.17401,1.17248,1.17292,10045
2020-10-29 09:00:00,1.17291,1.17385,1.17236,1.17257,7341
2020-10-29 10:00:00,1.17258,1.17281,1.17149,1.17173,7077
2020-10-29 11:00:00,1.17172,1.17209,1.17018,1.17039,7774
2020-10-29 12:00:00,1.17038,1.17172,1.16951,1.17041,8054
2020-10-29 13:00:00,1.17041,1.17144,1.16798,1.16916,14118
2020-10-29 14:00:00,1.16918,1.17002,1.16745,1.16838,11102
2020-10-29 15:00:00,1.16839,1.16845,1.16548,1.1657,7420
2020-10-29 16:00:00,1.16571,1.16656,1.16563,1.16606,5838
2020-10-29 17:00:00,1.16605,1.16615,1.16501,1.16579,3996
2020-10-29 18:00:00,1.1658,1.16742,1.16576,1.16702,3392
2020-10-29 19:00:00,1.16701,1.16783,1.16701,1.16742,3519
2020-10-29 20:00:00,1.16742,1.16768,1.16707,1.16731,1986
2020-10-29 21:00:00,1.16743,1.16752,1.16684,1.16741,1669
2020-10-29 22:00:00,1.1674,1.16742,1.1668,1.16696,1390
2020-10-29 23:00:00,1.16697,1.16789,1.1669,1.16783,1998
2020-10-30 00:00:00,1.16782,1.16782,1.16686,1.16741,4529
2020-10-30 01:00:00,1.16741,1.16849,1.16724,1.16841,5356
2020-10-30 02:00:00,1.16841,1.16899,1.16812,1.16856,3465
2020-10-30 03:00:00,1.16858,1.16945,1.1685,1.16903,2981
2020-10-30 04:00:00,1.16904,1.16913,1.16811,1.16814,2388
2020-10-30 05:00:00,1.16815,1.16833,1.16749,1.16807,5790
2020-10-30 06:00:00,1.16806,1.16843,1.16755,1.16781,5110
2020-10-30 07:00:00,1.16781,1.16835,1.16649,1.16765,6881
2020-10-30 08:00:00,1.16765,1.16837,1.16604,1.16686,9220
2020-10-30 09:00:00,1.16688,1.16827,1.16688,1.16731,8292
2020-10-30 10:00:00,1.16733,1.16756,1.16645,1.16728,7492
2020-10-30 11:00:00,1.16728,1.16774,1.16647,1.16723,8237
2020-10-30 12:00:00,1.16723,1.17042,1.16703,1.16992,7813
2020-10-30 13:00:00,1.16992,1.17027,1.16771,1.16867,9067
2020-10-30 14:00:00,1.16868,1.16895,1.16754,1.16778,8741
2020-10-30 15:00:00,1.16777,1.1688,1.1642,1.16467,12111
2020-10-30 16:00:00,1.16467,1.16566,1.16443,1.16509,8152
2020-10-30 17:00:00,1.16508,1.16512,1.164,1.16457,5024
2020-10-30 18:00:00,1.16456,1.16479,1.16422,1.1644,4437
2020-10-30 19:00:00,1.1644,1.16508,1.16439,1.16463,4921
2020-10-30 20:00:00,1.16463,1.16486,1.16417,1.16431,4781
2020-11-01 22:00:00,1.16498,1.16503,1.16434,1.16439,428
2020-11-01 23:00:00,1.16439,1.16459,1.16386,1.16416,3421
2020-11-02 00:00:00,1.16415,1.16466,1.16377,1.16416,4659
2020-11-02 01:00:00,1.16416,1.16487,1.16398,1.16417,4976
2020-11-02 02:00:00,1.16418,1.16471,1.1639,1.16439,4109
2020-11-02 03:00:00,1.16438,1.16442,1.16392,1.16405,2603
2020-11-02 04:00:00,1.16404,1.16404,1.163,1.1631,3023
2020-11-02 05:00:00,1.16309,1.16393,1.16307,1.16371,3408
2020-11-02 06:00:00,1.16372,1.1643,1.16335,1.16429,5004
2020-11-02 07:00:00,1.16429,1.16436,1.16269,1.16301,7150
2020-11-02 08:00:00,1.16299,1.16361,1.16221,1.16332,9017
2020-11-02 09:00:00,1.16331,1.16492,1.1632,1.16402,8069
2020-11-02 10:00:00,1.16402,1.16509,1.16381,1.16478,6970
2020-11-02 11:00:00,1.16476,1.16557,1.16446,1.1651,7369
2020-11-02 12:00:00,1.16511,1.16543,1.16426,1.16458,6543
2020-11-02 13:00:00,1.16458,1.16524,1.16361,1.16371,6780
2020-11-02 14:00:00,1.1637,1.16386,1.16292,1.1632,7634
2020-11-02 15:00:00,1.16319,1.16382,1.1625,1.16357,8572
2020-11-02 16:00:00,1.16358,1.16406,1.16282,1.16332,6541
2020-11-02 17:00:00,1.16333,1.16343,1.16238,1.16277,4592
2020-11-02 18:00:00,1.16277,1.16285,1.16228,1.16245,3661
2020-11-02 19:00:00,1.16244,1.16326,1.16238,1.16308,3175
2020-11-02 20:00:00,1.16309,1.16409,1.16303,1.16377,3801
2020-11-02 21:00:00,1.16377,1.16411,1.16368,1.16404,1575
2020-11-02 22:00:00,1.16404,1.16413,1.16318,1.16404,413
2020-11-02 23:00:00,1.16404,1.16424,1.16393,1.16404,1880
2020-11-03 00:00:00,1.16405,1.16455,1.16372,1.16422,2909
2020-11-03 01:00:00,1.16422,1.16511,1.16408,1.16499,4377
2020-11-03 02:00:00,1.16499,1.1652,1.16477,1.16509,3819
2020-11-03 03:00:00,1.1651,1.16545,1.16472,1.16514,3437
2020-11-03 04:00:00,1.16515,1.16543,1.1649,1.16495,2139
2020-11-03 05:00:00,1.16494,1.16596,1.16492,1.16548,3293
2020-11-03 06:00:00,1.16547,1.16659,1.16532,1.16604,3740
2020-11-03 07:00:00,1.16605,1.16726,1.16582,1.16714,6475
2020-11-03 08:00:00,1.16713,1.16886,1.16665,1.16837,7907
2020-11-03 09:00:00,1.16838,1.16976,1.16785,1.16966,7790
2020-11-03 10:00:00,1.16965,1.16984,1.16917,1.16974,5999
2020-11-03 11:00:00,1.16973,1.1718,1.16956,1.17068,7023
2020-11-03 12:00:00,1.17069,1.17117,1.16986,1.16992,5856
2020-11-03 13:00:00,1.16992,1.17134,1.16992,1.17045,5997
2020-11-03 14:00:00,1.17044,1.1722,1.17025,1.17114,6242
2020-11-03 15:00:00,1.17115,1.17353,1.17113,1.17296,7336
2020-11-03 16:00:00,1.17295,1.17397,1.17213,1.17235,5745
2020-11-03 17:00:00,1.17236,1.17291,1.17082,1.17094,4256
2020-11-03 18:00:00,1.17096,1.17128,1.16996,1.16996,3494
2020-11-03 19:00:00,1.16997,1.17058,1.16987,1.17049,2992
2020-11-03 20:00:00,1.17049,1.17057,1.16957,1.17023,3523
2020-11-03 21:00:00,1.17022,1.17225,1.17009,1.1715,2706
2020-11-03 22:00:00,1.1715,1.17279,1.17136,1.17279,552
2020-11-03 23:00:00,1.1728,1.17639,1.17246,1.17616,6589
2020-11-04 00:00:00,1.17617,1.17704,1.16884,1.16893,15889
2020-11-04 01:00:00,1.16892,1.17264,1.16744,1.16836,19197
2020-11-04 02:00:00,1.16837,1.16858,1.16026,1.16192,20754
2020-11-04 03:00:00,1.16189,1.1665,1.16155,1.16446,17299
2020-11-04 04:00:00,1.16445,1.16762,1.16311,1.16542,12487
2020-11-04 05:00:00,1.16541,1.16818,1.16483,1.16587,13504
2020-11-04 06:00:00,1.16589,1.16657,1.16358,1.16442,11600
2020-11-04 07:00:00,1.16443,1.16615,1.16282,1.16611,14369
2020-11-04 08:00:00,1.16611,1.16953,1.16542,1.16679,12409
2020-11-04 09:00:00,1.16678,1.16896,1.16631,1.16755,10357
2020-11-04 10:00:00,1.16756,1.16973,1.16721,1.1693,9483
2020-11-04 11:00:00,1.1693,1.17099,1.16882,1.17071,9100
2020-11-04 12:00:00,1.1707,1.17455,1.1697,1.17186,12906
2020-11-04 13:00:00,1.17186,1.17285,1.17013,1.17102,9898
2020-11-04 14:00:00,1.17103,1.17166,1.16803,1.17085,11380
2020-11-04 15:00:00,1.17085,1.17196,1.17019,1.17082,11592
2020-11-04 16:00:00,1.17078,1.17341,1.16974,1.17294,10048
2020-11-04 17:00:00,1.17293,1.17293,1.17117,1.1715,7679
2020-11-04 18:00:00,1.1715,1.17216,1.171,1.17187,5572
2020-11-04 19:00:00,1.17188,1.17259,1.17129,1.1725,5182
2020-11-04 20:00:00,1.17249,1.17285,1.17155,1.17155,5701
2020-11-04 21:00:00,1.17155,1.17266,1.17154,1.17244,2933
2020-11-04 22:00:00,1.17251,1.17311,1.17164,1.1721,1727
2020-11-04 23:00:00,1.17211,1.17376,1.17211,1.17321,2551
2020-11-05 00:00:00,1.17321,1.1739,1.17286,1.1729,5203
2020-11-05 01:00:00,1.17293,1.1732,1.17181,1.17214,8129
2020-11-05 02:00:00,1.17214,1.17341,1.17107,1.1733,7624
2020-11-05 03:00:00,1.17331,1.17395,1.17274,1.17351,5774
2020-11-05 04:00:00,1.17351,1.17419,1.17344,1.17379,4214
2020-11-05 05:00:00,1.1738,1.17441,1.17335,1.1736,5672
2020-11-05 06:00:00,1.17361,1.17426,1.17343,1.17351,4690
2020-11-05 07:00:00,1.17351,1.17487,1.17274,1.17457,11604
2020-11-05 08:00:00,1.17455,1.17699,1.17402,1.17629,11187
2020-11-05 09:00:00,1.17628,1.18023,1.17551,1.17943,9236
2020-11-05 10:00:00,1.17942,1.18114,1.17887,1.18113,9148
